Matrix_Size_N,CUDA_Version,Kernel_Method,Optimization_Class,Numeric_Format,Thread_Block_Config,Shared_K_Step,Elapsed_Time_s,Measured_GFLOPS,Baseline_NaiveCUDA_Time_s,Speedup_vs_NaiveCUDA,Configuration_Details,BestSeq_Time_s_Exact,BestSeq_Source_Exact,Speedup_vs_BestSeq_Exact,BestSeq_Time_s_AllN,BestSeq_Baseline_Status,BestSeq_Source_AllN,Speedup_vs_BestSeq_AllN,Config_Label
6144,version3_tiled_shared_f32,Shared Memory Tiled Kernel,Shared Memory,FP32,32x32,96,0.646634,717.34,0.757958,1.172159,"block=32x32, stagek=96, FP32",8.84394,icx -O3 Ultimate,13.676887,8.84394,Exact,icx -O3 Ultimate,13.676887,"32x32, StageK=96"
8192,version3_tiled_shared_f32,Shared Memory Tiled Kernel,Shared Memory,FP32,32x32,64,1.451743,757.374,1.71531,1.181552,"block=32x32, stagek=64, FP32",44.16918,icx -O3 Ultimate,30.424931,44.16918,Exact,icx -O3 Ultimate,30.424931,"32x32, StageK=64"
10240,version3_tiled_shared_f32,Shared Memory Tiled Kernel,Shared Memory,FP32,32x32,96,2.86803,748.766,3.646901,1.27157,"block=32x32, stagek=96, FP32",40.857508,icx -O3 Align,14.245844,40.857508,Exact,icx -O3 Align,14.245844,"32x32, StageK=96"
12288,version3_tiled_shared_f32,Shared Memory Tiled Kernel,Shared Memory,FP32,32x32,96,4.916138,754.831,6.983239,1.420473,"block=32x32, stagek=96, FP32",132.828198,icx -O3 Tiling tile=32,27.01881,132.828198,Exact,icx -O3 Tiling tile=32,27.01881,"32x32, StageK=96"
15000,version3_tiled_shared_f32,Shared Memory Tiled Kernel,Shared Memory,FP32,32x32,96,9.091042,742.489,16.159418,1.77751,"block=32x32, stagek=96, FP32",,,,241.613085,Estimated,Estimated by cubic scaling from N=12288 (icx -O3 Tiling tile=32),26.577051,"32x32, StageK=96"
16400,version3_tiled_shared_f32,Shared Memory Tiled Kernel,Shared Memory,FP32,32x32,96,11.943673,738.624,20.001188,1.674626,"block=32x32, stagek=96, FP32",,,,315.775344,Estimated,Estimated by cubic scaling from N=12288 (icx -O3 Tiling tile=32),26.438713,"32x32, StageK=96"
