Variant,Backend_CC,N,BlockSize,CoreSetName,Ranks,Time_Min_s,Time_Mean_s,Time_Max_s,Comm_Time_s,Comp_Max_s,Comp_Min_s,Imbalance_Ratio,GFLOPS_Min,GFLOPS_Mean,GFLOPS_Reported,Speedup_Mean,Efficiency_Mean,Efficiency_Mean_Pct,Status,Compile_Flags,MPIRUN_Cmd
tiled,icc,12288,64,FIXED,24,54.448326,56.3637,58.022214,25.946672,52.948776,27.666476,1.913824,68.154,65.838,68.153643,6.201917,0.258413,25.84,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=12288 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 24 --bind-to core /tmp/mpi_tiled_hpTt3I/app
tiled,icc,12288,128,FIXED,1,328.334239,330.554,332.359109,0.251158,330.717538,330.717538,1.0,11.302,11.226,11.212093,1.0,1.0,100.0,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=12288 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 1 --bind-to core /tmp/mpi_tiled_Km8zpS/app
tiled,icc,12288,128,FIXED,2,163.385018,170.639,184.185205,1.961438,163.881528,162.386102,1.009209,22.712,21.747,22.579296,1.937154,0.968577,96.86,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=12288 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 2 --bind-to core /tmp/mpi_tiled_Km8zpS/app
tiled,icc,12288,128,FIXED,4,87.585974,88.167,88.930367,6.894679,88.548884,81.400431,1.087818,42.368,42.089,41.727611,3.749181,0.937295,93.73,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=12288 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 4 --bind-to core /tmp/mpi_tiled_Km8zpS/app
tiled,icc,12288,128,FIXED,8,52.025677,53.3457,54.11176,8.133861,53.457519,43.927379,1.216952,71.327,69.562,68.577547,6.196451,0.774556,77.46,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=12288 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 8 --bind-to core /tmp/mpi_tiled_Km8zpS/app
tiled,icc,12288,128,FIXED,16,52.897707,56.2,60.176377,27.867582,59.191174,30.892426,1.916042,70.151,66.029,61.666254,5.881744,0.367609,36.76,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=12288 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 16 --bind-to core /tmp/mpi_tiled_Km8zpS/app
tiled,icc,12288,128,FIXED,24,57.043508,60.251,62.55321,30.924241,59.004741,31.473917,1.874719,65.053,61.59,59.323123,5.486282,0.228595,22.86,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=12288 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 24 --bind-to core /tmp/mpi_tiled_Km8zpS/app
tiled,icc,15000,32,ALL_LOGICAL,1,334.261431,345.717,358.043871,0.377868,344.466722,344.466722,1.0,20.194,19.525,19.574035,1.0,1.0,100.0,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 1 --bind-to core /tmp/mpi_tiled_zTqq2L/app
tiled,icc,15000,32,ALL_LOGICAL,2,166.371392,173.184,181.533165,1.199555,165.724447,165.171718,1.003346,40.572,38.976,40.571879,1.996241,0.99812,99.81,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 2 --bind-to core /tmp/mpi_tiled_gSOo9Q/app
tiled,icc,15000,32,ALL_LOGICAL,4,85.016599,87.5943,90.237167,3.768129,86.977254,83.381452,1.043125,79.396,77.06,77.117726,3.946798,0.986699,98.67,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 4 --bind-to core /tmp/mpi_tiled_ywekI0/app
tiled,icc,15000,32,ALL_LOGICAL,8,50.903376,51.205,51.409841,6.666193,50.421193,41.851802,1.204756,132.604,131.823,131.297819,6.751626,0.843953,84.4,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 8 --bind-to core /tmp/mpi_tiled_y0Tmbk/app
tiled,icc,15000,32,ALL_LOGICAL,16,51.824245,56.893,59.534053,18.961604,58.051014,33.4532,1.73529,130.248,118.644,113.380487,6.076618,0.379789,37.98,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 16 --bind-to core /tmp/mpi_tiled_Ch4Dc8/app
tiled,icc,15000,32,ALL_LOGICAL,24,49.319072,49.9543,50.774425,9.545137,48.232406,40.892427,1.179495,136.864,135.124,132.940943,6.920665,0.288361,28.84,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 24 --bind-to core /tmp/mpi_tiled_prCaQ5/app
tiled,icc,15000,32,E_ONLY,1,329.630768,339.967,360.525146,0.377144,329.365668,329.365668,1.0,20.477,19.855,20.470499,1.0,1.0,100.0,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=16-23 -np 1 --bind-to core /tmp/mpi_tiled_z2Fo7K/app
tiled,icc,15000,32,E_ONLY,2,167.892785,171.077,175.208876,5.017676,169.440896,165.112637,1.026214,40.204,39.456,39.675469,1.987216,0.993608,99.36,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=16-23 -np 2 --bind-to core /tmp/mpi_tiled_dwz3M5/app
tiled,icc,15000,32,E_ONLY,4,85.477621,88.9327,91.625181,8.399127,91.02564,83.225991,1.093716,78.968,75.9,73.669704,3.822745,0.955686,95.57,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=16-23 -np 4 --bind-to core /tmp/mpi_tiled_dhPQ2w/app
tiled,icc,15000,32,E_ONLY,8,47.876133,49.6213,51.615783,5.424411,46.899792,41.96274,1.117653,140.989,136.03,140.98883,6.851231,0.856404,85.64,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=16-23 -np 8 --bind-to core /tmp/mpi_tiled_myVgnT/app
tiled,icc,15000,32,P_ONLY_HT,1,329.932195,347.957,383.533688,0.373966,329.558228,329.558228,1.0,20.459,19.399,20.458749,1.0,1.0,100.0,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-15 -np 1 --bind-to core /tmp/mpi_tiled_7nTEGc/app
tiled,icc,15000,32,P_ONLY_HT,2,166.096356,180.042,199.428429,9.439937,173.962416,165.162085,1.053283,40.639,37.491,38.659332,1.932643,0.966322,96.63,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-15 -np 2 --bind-to core /tmp/mpi_tiled_oeP2yB/app
tiled,icc,15000,32,P_ONLY_HT,4,84.455914,89.644,98.925692,1.173073,83.89118,83.263013,1.007544,79.923,75.298,79.923355,3.881543,0.970386,97.04,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-15 -np 4 --bind-to core /tmp/mpi_tiled_s8bgFR/app
tiled,icc,15000,32,P_ONLY_HT,8,47.946827,49.186,50.110968,7.37355,48.492187,42.090378,1.152097,140.781,137.234,136.362386,7.07431,0.884289,88.43,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-15 -np 8 --bind-to core /tmp/mpi_tiled_OhKqMI/app
tiled,icc,15000,32,P_ONLY_HT,16,52.45673,56.0623,58.829541,22.380081,57.320762,33.23819,1.724545,128.677,120.402,114.738275,6.206613,0.387913,38.79,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-15 -np 16 --bind-to core /tmp/mpi_tiled_jUS0CI/app
tiled,icc,15000,32,P_ONLY_PHYSICAL,1,331.313394,348.217,379.309482,0.375773,378.933709,378.933709,1.0,20.373,19.384,17.795495,1.0,1.0,100.0,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,"mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0,2,4,6,8,10,12,14 -np 1 --bind-to core /tmp/mpi_tiled_lEeP40/app"
tiled,icc,15000,32,P_ONLY_PHYSICAL,2,173.511813,182.033,188.622997,23.461639,187.930433,165.161254,1.13786,38.902,37.081,35.785668,1.912933,0.956466,95.65,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,"mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0,2,4,6,8,10,12,14 -np 2 --bind-to core /tmp/mpi_tiled_ueAf6t/app"
tiled,icc,15000,32,P_ONLY_PHYSICAL,4,88.012997,92.0887,94.507057,4.608124,87.431781,83.390744,1.048459,76.693,73.299,76.693219,3.781322,0.94533,94.53,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,"mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0,2,4,6,8,10,12,14 -np 4 --bind-to core /tmp/mpi_tiled_WUgdl1/app"
tiled,icc,15000,32,P_ONLY_PHYSICAL,8,47.98119,48.7443,50.10623,6.196456,47.080103,41.948851,1.122322,140.68,138.478,140.200219,7.143748,0.892969,89.3,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,"mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0,2,4,6,8,10,12,14 -np 8 --bind-to core /tmp/mpi_tiled_rUmtK7/app"
tiled,icc,15000,32,P_PLUS_E_PHYSICAL,1,331.009631,353.573,397.739852,0.371815,397.368037,397.368037,1.0,20.392,19.091,16.970892,1.0,1.0,100.0,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,"mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0,2,4,6,8,10,12,14,16-23 -np 1 --bind-to core /tmp/mpi_tiled_hJckgd/app"
tiled,icc,15000,32,P_PLUS_E_PHYSICAL,2,168.364295,175.673,183.58765,18.436409,182.95229,165.151241,1.107786,40.092,38.424,36.767179,2.012677,1.006339,100.63,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,"mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0,2,4,6,8,10,12,14,16-23 -np 2 --bind-to core /tmp/mpi_tiled_2JjrW0/app"
tiled,icc,15000,32,P_PLUS_E_PHYSICAL,4,99.241342,100.756,102.687197,15.204479,98.611678,84.036864,1.173434,68.016,66.994,68.016009,3.5092,0.8773,87.73,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,"mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0,2,4,6,8,10,12,14,16-23 -np 4 --bind-to core /tmp/mpi_tiled_Remgl0/app"
tiled,icc,15000,32,P_PLUS_E_PHYSICAL,8,51.127783,51.5413,52.261894,6.636484,50.136988,41.987446,1.194095,132.022,130.963,132.022154,6.859994,0.857499,85.75,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,"mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0,2,4,6,8,10,12,14,16-23 -np 8 --bind-to core /tmp/mpi_tiled_ECPZ6b/app"
tiled,icc,15000,32,P_PLUS_E_PHYSICAL,16,52.468521,56.5817,58.998383,24.215385,56.791202,32.120944,1.768043,128.649,119.297,115.823948,6.248893,0.390556,39.06,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=32 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,"mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0,2,4,6,8,10,12,14,16-23 -np 16 --bind-to core /tmp/mpi_tiled_IrapQB/app"
tiled,icc,15000,64,FIXED,1,311.550174,313.9,317.283396,0.374495,316.908901,316.908901,1.0,21.666,21.504,21.274356,1.0,1.0,100.0,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 1 --bind-to core /tmp/mpi_tiled_L14HW2/app
tiled,icc,15000,64,FIXED,2,159.816824,161.603,163.309319,1.32385,161.049173,160.360458,1.004295,42.236,41.769,41.748022,1.942414,0.971207,97.12,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 2 --bind-to core /tmp/mpi_tiled_L14HW2/app
tiled,icc,15000,64,FIXED,4,81.081381,83.248,85.245334,7.648553,82.812603,75.768755,1.092965,83.25,81.083,80.918459,3.770661,0.942665,94.27,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 4 --bind-to core /tmp/mpi_tiled_L14HW2/app
tiled,icc,15000,64,FIXED,8,47.095056,47.1413,47.196322,4.741071,46.230585,39.155349,1.180697,143.327,143.187,143.019619,6.658705,0.832338,83.23,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 8 --bind-to core /tmp/mpi_tiled_L14HW2/app
tiled,icc,15000,64,FIXED,16,51.892371,54.759,58.643195,29.999428,52.234486,23.740994,2.200181,130.077,123.267,125.603497,5.732391,0.358274,35.83,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 16 --bind-to core /tmp/mpi_tiled_L14HW2/app
tiled,icc,15000,64,FIXED,24,53.344508,55.8847,60.343588,24.544889,51.586831,26.037888,1.981222,126.536,120.784,125.077927,5.616922,0.234038,23.4,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 24 --bind-to core /tmp/mpi_tiled_L14HW2/app
tiled,icc,15000,128,FIXED,1,271.792852,273.591,275.085713,0.375019,271.417834,271.417834,1.0,24.835,24.672,24.83509,1.0,1.0,100.0,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 1 --bind-to core /tmp/mpi_tiled_Yw3lmp/app
tiled,icc,15000,128,FIXED,2,137.38972,138.079,139.40762,2.744238,138.715634,136.663382,1.015017,49.13,48.885,48.419161,1.981409,0.990704,99.07,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 2 --bind-to core /tmp/mpi_tiled_Yw3lmp/app
tiled,icc,15000,128,FIXED,4,70.14643,79.804,90.247379,21.229407,89.695821,68.982762,1.300264,96.227,84.582,74.794416,3.428287,0.857072,85.71,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 4 --bind-to core /tmp/mpi_tiled_Yw3lmp/app
tiled,icc,15000,128,FIXED,8,42.166631,43.6663,45.569822,7.78368,42.292039,35.402983,1.19459,160.079,154.581,156.022449,6.265495,0.783187,78.32,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 8 --bind-to core /tmp/mpi_tiled_Yw3lmp/app
tiled,icc,15000,128,FIXED,16,48.791734,52.0173,53.985172,24.13572,52.538743,20.075671,2.617035,138.343,129.765,125.034333,5.259616,0.328726,32.87,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 16 --bind-to core /tmp/mpi_tiled_Yw3lmp/app
tiled,icc,15000,128,FIXED,24,46.443434,46.618,46.770019,21.732477,42.88481,24.603148,1.743062,145.338,144.794,145.33809,5.868785,0.244533,24.45,REF,-std=c11 -O3 -qopenmp-simd -xHost -DN=15000 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 24 --bind-to core /tmp/mpi_tiled_Yw3lmp/app
tiled,icx,6144,64,FIXED,1,37.470537,37.6003,37.676015,0.064512,37.590147,37.590147,1.0,12.379,12.337,12.318701,1.0,1.0,100.0,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=6144 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 1 --bind-to core /tmp/mpi_tiled_whKRfR/app
tiled,icx,6144,64,FIXED,2,18.515386,18.5976,18.641339,0.261766,18.405031,18.253568,1.008298,25.052,24.942,25.052487,2.021782,1.010891,101.09,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=6144 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 2 --bind-to core /tmp/mpi_tiled_whKRfR/app
tiled,icx,6144,64,FIXED,4,9.525659,9.5333,9.546627,0.648165,9.426644,8.806051,1.070474,48.695,48.656,48.685314,3.944101,0.986025,98.6,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=6144 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 4 --bind-to core /tmp/mpi_tiled_whKRfR/app
tiled,icx,6144,64,FIXED,8,5.89635,5.91703,5.935823,0.570055,5.76253,5.199876,1.108205,78.668,78.393,78.145269,6.35459,0.794324,79.43,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=6144 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 8 --bind-to core /tmp/mpi_tiled_whKRfR/app
tiled,icx,6144,64,FIXED,16,3.873423,3.90433,3.931475,0.463923,3.605223,3.402005,1.059735,119.754,118.806,119.753636,9.63041,0.601901,60.19,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=6144 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 16 --bind-to core /tmp/mpi_tiled_whKRfR/app
tiled,icx,6144,64,FIXED,24,6.066581,7.1261,9.187299,6.846928,5.998736,2.328467,2.57626,76.461,65.093,50.488885,5.27642,0.219851,21.99,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=6144 -DBLOCK_SIZE=64 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 24 --bind-to core /tmp/mpi_tiled_whKRfR/app
tiled,icx,6144,128,FIXED,1,38.115621,38.346,38.583237,0.063561,38.05206,38.05206,1.0,12.17,12.097,12.169721,1.0,1.0,100.0,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=6144 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 1 --bind-to core /tmp/mpi_tiled_B5Cazb/app
tiled,icx,6144,128,FIXED,2,19.452242,19.5751,19.641268,1.050785,19.533597,18.590419,1.050735,23.846,23.696,23.616422,1.958917,0.979459,97.95,PASS,-std=c11 -O3 -fopenmp-simd -march=native -DN=6144 -DBLOCK_SIZE=128 -DTIME -DVERIFY -DALIGN -DRESTRICT -funroll-loops,mpirun -genv I_MPI_PIN=1 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0-23 -np 2 --bind-to core /tmp/mpi_tiled_B5Cazb/app
